Wall time,Step,Value
1652328002.0718377,0,0.04245792701840401
1652328409.7136672,1,0.041286446154117584
1652328816.1443126,2,0.039784274995326996
1652329220.0625165,3,0.03902474790811539
1652329622.3815076,4,0.03859535604715347
1652330022.8897514,5,0.0376153402030468
1652330423.279443,6,0.03700844570994377
1652330824.458772,7,0.036507003009319305
1652331223.2160065,8,0.036196399480104446
1652331623.5185533,9,0.035868868231773376
1652332021.6624656,10,0.035476550459861755
1652332420.6463246,11,0.03519832715392113
1652332820.2546997,12,0.034630801528692245
1652333219.8477862,13,0.03418818116188049
1652333619.329661,14,0.03365381807088852
1652334018.9371264,15,0.03344069793820381
1652334416.7014692,16,0.03361925482749939
1652334816.650993,17,0.03334759920835495
1652335216.0195272,18,0.03297799825668335
1652335614.9149475,19,0.03272853046655655
1652336012.570523,20,0.032289598137140274
1652336412.8326707,21,0.032280609011650085
1652336810.376868,22,0.03210221976041794
1652337209.1688888,23,0.03169814124703407
1652337608.0332308,24,0.031668175011873245
1652338006.7527442,25,0.03149031475186348
1652338404.080397,26,0.030923858284950256
1652338802.9185853,27,0.03085373528301716
1652339207.48848,28,0.03072781302034855
1652339604.9844277,29,0.03047119453549385
1652340005.0205348,30,0.030385730788111687
1652340405.4682786,31,0.030029689893126488
1652340804.57226,32,0.029925420880317688
1652341203.9379146,33,0.029719611629843712
1652341602.4543948,34,0.029361790046095848
1652341999.6077416,35,0.029108066111803055
1652342393.6422033,36,0.02912028878927231
1652342792.2565966,37,0.02878061681985855
1652343190.8252327,38,0.02853766642510891
1652343588.4499931,39,0.028471946716308594
1652343988.5143754,40,0.028277646750211716
1652344387.30683,41,0.02817246876657009
1652344786.368848,42,0.027955491095781326
1652345185.9963987,43,0.027805132791399956
1652345578.7600305,44,0.02777637355029583
1652345978.1487105,45,0.027522532269358635
1652346377.1330357,46,0.02738385833799839
1652346777.5688648,47,0.02712947502732277
1652347178.2852097,48,0.02726481668651104
1652347577.4680781,49,0.027323264628648758
1652347976.281239,50,0.02700870670378208
1652348368.9734514,51,0.027040114626288414
1652348762.1652675,52,0.026721259579062462
1652349161.1888041,53,0.026949258521199226
1652349561.4854453,54,0.02671329490840435
1652349954.0533824,55,0.026932450011372566
1652350346.237959,56,0.02683568187057972
