               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  34,            0.039053,            0.014171,            0.010826,             0.72244,              0.6304,             0.68655,             0.41972,            0.039995,            0.015712,            0.012615,          3.8348e-05,          3.8348e-05,          3.8348e-05
                  35,            0.038577,            0.014081,            0.010419,             0.71157,             0.64195,              0.6895,              0.4237,            0.039814,            0.015669,             0.01238,          3.5724e-05,          3.5724e-05,          3.5724e-05
                  36,            0.038286,            0.013939,            0.010016,             0.73972,             0.62688,             0.69333,             0.42795,            0.039667,             0.01568,            0.012169,          3.3143e-05,          3.3143e-05,          3.3143e-05
                  37,            0.037862,            0.013801,           0.0095804,             0.73932,             0.63532,             0.69735,             0.42969,             0.03959,             0.01567,            0.012013,          3.0616e-05,          3.0616e-05,          3.0616e-05
                  38,            0.037586,            0.013666,           0.0092863,             0.74452,             0.63642,             0.70157,             0.43288,              0.0395,             0.01564,            0.012129,          2.8149e-05,          2.8149e-05,          2.8149e-05
                  39,            0.037018,            0.013567,           0.0084957,             0.73673,             0.64142,             0.70288,             0.43518,            0.039444,            0.015615,            0.012065,           2.575e-05,           2.575e-05,           2.575e-05
                  40,            0.036731,            0.013356,           0.0081158,             0.72233,             0.65555,             0.70476,             0.43687,            0.039421,            0.015611,            0.012026,          2.3426e-05,          2.3426e-05,          2.3426e-05
                  41,            0.036279,            0.013269,            0.007755,             0.75037,             0.64282,              0.7062,             0.43733,            0.039347,            0.015603,            0.012042,          2.1184e-05,          2.1184e-05,          2.1184e-05
                  42,            0.035978,            0.013119,           0.0073167,             0.75265,             0.63921,             0.70576,             0.43814,            0.039331,              0.0156,            0.012079,          1.9032e-05,          1.9032e-05,          1.9032e-05
                  43,              0.0358,            0.013011,           0.0068977,             0.74111,             0.65004,             0.70625,              0.4388,            0.039332,            0.015619,            0.012124,          1.6975e-05,          1.6975e-05,          1.6975e-05
                  44,            0.035402,            0.012924,           0.0067502,             0.76136,             0.63677,             0.70548,             0.43825,            0.039317,            0.015628,            0.012123,          1.5019e-05,          1.5019e-05,          1.5019e-05
                  45,             0.03491,            0.012781,           0.0062798,             0.77614,             0.62966,             0.70644,             0.43929,            0.039305,            0.015635,            0.012097,          1.3172e-05,          1.3172e-05,          1.3172e-05
                  46,            0.035024,            0.012659,           0.0062991,             0.76392,             0.63767,             0.70663,              0.4397,            0.039303,            0.015647,            0.012104,          1.1438e-05,          1.1438e-05,          1.1438e-05
                  47,            0.034567,            0.012561,           0.0059826,             0.76939,              0.6351,             0.70759,             0.43992,            0.039291,            0.015649,            0.012077,           9.822e-06,           9.822e-06,           9.822e-06
                  48,            0.034381,            0.012497,            0.005724,             0.75375,             0.64673,             0.70741,             0.44024,             0.03929,            0.015662,            0.012115,            8.33e-06,            8.33e-06,            8.33e-06
                  49,             0.03409,            0.012439,           0.0055322,             0.75097,              0.6479,             0.70685,             0.44013,            0.039292,            0.015675,            0.012163,           6.966e-06,           6.966e-06,           6.966e-06
                  50,            0.034033,            0.012325,           0.0054963,             0.74005,             0.65507,             0.70659,             0.43982,            0.039299,            0.015683,            0.012207,          5.7343e-06,          5.7343e-06,          5.7343e-06
                  51,            0.033615,            0.012278,           0.0052071,             0.75558,             0.64306,             0.70635,             0.43975,            0.039309,            0.015692,            0.012241,          4.6385e-06,          4.6385e-06,          4.6385e-06
                  52,            0.033547,             0.01223,           0.0050015,             0.74596,             0.64909,             0.70577,             0.43988,            0.039318,            0.015703,            0.012277,           3.682e-06,           3.682e-06,           3.682e-06
                  53,            0.033493,            0.012213,             0.00494,              0.7597,             0.64005,             0.70611,             0.43994,            0.039327,            0.015712,            0.012303,          2.8677e-06,          2.8677e-06,          2.8677e-06
                  54,            0.033292,            0.012112,           0.0049089,             0.76315,             0.63758,             0.70573,              0.4398,            0.039334,            0.015719,            0.012323,          2.1981e-06,          2.1981e-06,          2.1981e-06
                  55,            0.033465,            0.012078,           0.0049834,             0.74426,             0.65011,             0.70605,             0.43969,            0.039342,            0.015727,            0.012345,          1.6751e-06,          1.6751e-06,          1.6751e-06
                  56,            0.033264,            0.012051,           0.0049579,             0.76252,              0.6373,             0.70588,             0.43955,             0.03935,            0.015736,            0.012366,          1.3004e-06,          1.3004e-06,          1.3004e-06
