               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  34,            0.044178,            0.042042,            0.017446,             0.74503,             0.66389,             0.72133,             0.44162,            0.042018,            0.024077,            0.011069,          9.7844e-05,          9.7844e-05,          9.7844e-05
                  35,            0.044044,            0.041674,            0.017287,             0.74737,             0.66264,             0.72229,             0.44343,            0.041884,            0.023997,            0.010985,          9.7713e-05,          9.7713e-05,          9.7713e-05
                  36,            0.043402,            0.041074,            0.017249,             0.75682,             0.65028,             0.72417,             0.44602,            0.041729,            0.024023,            0.010772,          9.7577e-05,          9.7577e-05,          9.7577e-05
                  37,            0.043697,            0.041723,            0.016645,             0.77126,             0.64996,             0.72767,             0.44997,            0.041568,            0.024059,             0.01062,          9.7438e-05,          9.7438e-05,          9.7438e-05
                  38,            0.043259,            0.041343,            0.016556,             0.78307,             0.64799,             0.73119,             0.45401,            0.041426,            0.023976,            0.010605,          9.7295e-05,          9.7295e-05,          9.7295e-05
                  39,            0.042863,            0.041308,            0.016203,             0.75894,             0.67165,             0.73635,             0.45804,            0.041308,            0.023939,            0.010432,          9.7148e-05,          9.7148e-05,          9.7148e-05
                  40,            0.042811,            0.040763,            0.016049,              0.7891,             0.65373,             0.73818,             0.46115,             0.04112,            0.023876,            0.010348,          9.6998e-05,          9.6998e-05,          9.6998e-05
                  41,            0.042645,            0.040867,            0.015812,             0.77849,             0.66716,             0.74015,             0.46468,            0.040989,            0.023826,            0.010215,          9.6844e-05,          9.6844e-05,          9.6844e-05
                  42,            0.042417,            0.040564,            0.015607,             0.77444,             0.67036,             0.74033,              0.4655,            0.040906,            0.023842,            0.010204,          9.6686e-05,          9.6686e-05,          9.6686e-05
                  43,             0.04228,            0.040716,            0.015172,             0.76791,             0.66987,             0.74152,             0.46676,            0.040856,            0.023807,            0.010171,          9.6524e-05,          9.6524e-05,          9.6524e-05
                  44,            0.041764,             0.03971,            0.015136,             0.77308,             0.67045,             0.74383,              0.4711,            0.040753,            0.023807,            0.010167,          9.6359e-05,          9.6359e-05,          9.6359e-05
                  45,            0.041744,            0.040103,            0.015257,             0.77588,             0.67312,             0.74595,             0.47284,            0.040622,            0.023803,            0.010096,          9.6189e-05,          9.6189e-05,          9.6189e-05
                  46,            0.041592,            0.039742,            0.015136,             0.76546,             0.68554,             0.74884,             0.47428,            0.040574,            0.023787,            0.010012,          9.6017e-05,          9.6017e-05,          9.6017e-05
                  47,            0.041507,            0.040016,            0.014852,              0.7698,             0.68231,             0.74891,             0.47581,            0.040519,            0.023778,           0.0099303,           9.584e-05,           9.584e-05,           9.584e-05
                  48,             0.04125,            0.039659,            0.014625,             0.76524,             0.68819,             0.75055,             0.47681,            0.040452,            0.023755,           0.0098689,           9.566e-05,           9.566e-05,           9.566e-05
                  49,            0.040966,            0.039332,            0.014232,             0.77726,             0.67935,             0.75129,             0.47805,            0.040363,            0.023757,           0.0098203,          9.5476e-05,          9.5476e-05,          9.5476e-05
                  50,            0.040842,            0.039451,            0.013951,             0.78032,             0.68339,             0.75355,             0.47975,            0.040303,            0.023749,           0.0097845,          9.5289e-05,          9.5289e-05,          9.5289e-05
                  51,            0.040648,            0.039151,             0.01408,             0.76712,             0.69189,             0.75362,             0.48079,            0.040243,            0.023761,           0.0097637,          9.5098e-05,          9.5098e-05,          9.5098e-05
                  52,            0.040494,            0.038851,            0.013963,              0.7864,             0.67962,             0.75556,             0.48303,            0.040179,            0.023736,           0.0097111,          9.4903e-05,          9.4903e-05,          9.4903e-05
                  53,            0.040231,            0.038574,            0.013642,              0.7731,             0.69255,             0.75773,             0.48499,            0.040124,            0.023726,           0.0096319,          9.4705e-05,          9.4705e-05,          9.4705e-05
                  54,            0.040244,            0.038835,            0.013601,             0.79767,             0.67586,             0.75896,             0.48684,            0.040066,            0.023705,           0.0095848,          9.4504e-05,          9.4504e-05,          9.4504e-05
                  55,             0.03975,            0.038676,             0.01345,             0.75445,             0.71043,             0.76029,             0.48759,            0.040004,            0.023668,           0.0095456,          9.4298e-05,          9.4298e-05,          9.4298e-05
                  56,            0.039957,            0.038695,            0.013242,             0.76505,             0.70242,             0.76149,             0.48835,            0.039943,            0.023671,           0.0095305,          9.4089e-05,          9.4089e-05,          9.4089e-05
                  57,            0.039713,             0.03775,            0.013187,              0.7731,             0.69712,             0.76144,             0.48944,            0.039876,            0.023662,           0.0094978,          9.3877e-05,          9.3877e-05,          9.3877e-05
