               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.07972,            0.042458,            0.062968,             0.22295,            0.056003,             0.00831,           0.0019605,            0.079049,             0.02197,            0.055099,          1.9981e-05,          1.9981e-05,            0.080039
                   1,            0.070015,            0.041286,            0.056742,            0.092411,             0.15345,            0.029974,            0.008268,            0.074338,            0.022357,            0.052219,          3.9951e-05,          3.9951e-05,            0.060059
                   2,              0.0651,            0.039784,            0.051539,             0.22759,             0.18854,            0.090159,            0.030117,            0.065871,            0.020863,            0.046052,            5.98e-05,            5.98e-05,            0.040079
                   3,            0.061953,            0.039025,            0.047646,              0.3554,             0.23154,             0.16782,            0.063364,            0.061067,            0.020194,            0.038584,          7.9441e-05,          7.9441e-05,            0.020099
                   4,            0.059517,            0.038595,            0.044116,             0.40345,              0.2735,             0.22913,            0.091615,            0.058016,            0.020351,            0.034021,          9.8783e-05,          9.8783e-05,          0.00011811
                   5,              0.0571,            0.037615,            0.040857,             0.42088,             0.35148,             0.29259,              0.1246,            0.055826,            0.019184,            0.030194,          9.8132e-05,          9.8132e-05,          9.8132e-05
                   6,             0.05563,            0.037008,            0.038553,             0.46116,             0.39392,              0.3593,              0.1613,            0.053939,            0.018952,            0.026484,          9.8132e-05,          9.8132e-05,          9.8132e-05
                   7,            0.054025,            0.036507,            0.036056,             0.50858,             0.39276,             0.40183,             0.18973,            0.052391,            0.018764,            0.024564,          9.7318e-05,          9.7318e-05,          9.7318e-05
                   8,            0.052952,            0.036196,            0.033818,             0.48136,              0.4469,             0.42923,             0.20525,              0.0511,            0.018392,            0.024176,          9.6361e-05,          9.6361e-05,          9.6361e-05
                   9,            0.052052,            0.035869,            0.032275,             0.52009,             0.47656,             0.47288,             0.23387,            0.049762,             0.01805,            0.021056,          9.5266e-05,          9.5266e-05,          9.5266e-05
                  10,             0.05123,            0.035477,            0.030892,             0.56655,             0.47979,             0.49966,             0.25327,             0.04915,            0.017916,            0.020568,          9.4034e-05,          9.4034e-05,          9.4034e-05
                  11,            0.050199,            0.035198,            0.029393,             0.58976,             0.50665,              0.5293,             0.28255,            0.047939,            0.017263,            0.019074,           9.267e-05,           9.267e-05,           9.267e-05
                  12,            0.049617,            0.034631,            0.028347,             0.60566,              0.5166,             0.54556,             0.28607,             0.04715,            0.017412,            0.017799,          9.1178e-05,          9.1178e-05,          9.1178e-05
                  13,            0.048767,            0.034188,            0.027459,             0.63745,             0.52882,             0.56399,             0.30258,            0.046656,            0.017362,            0.017616,          8.9562e-05,          8.9562e-05,          8.9562e-05
                  14,            0.047968,            0.033654,            0.026254,              0.6096,             0.56613,             0.58604,             0.32011,            0.045741,            0.017107,            0.016378,          8.7828e-05,          8.7828e-05,          8.7828e-05
                  15,            0.047535,            0.033441,            0.025524,             0.63064,             0.56576,             0.59421,             0.32533,             0.04533,            0.016821,             0.01589,          8.5981e-05,          8.5981e-05,          8.5981e-05
                  16,            0.046768,            0.033619,            0.024741,             0.67943,             0.55571,             0.60928,              0.3434,            0.044456,            0.016755,            0.015122,          8.4025e-05,          8.4025e-05,          8.4025e-05
                  17,            0.046341,            0.033348,            0.023927,              0.7006,             0.57027,             0.63252,             0.35638,            0.043929,            0.016769,             0.01435,          8.1968e-05,          8.1968e-05,          8.1968e-05
                  18,            0.045736,            0.032978,             0.02308,             0.71092,             0.56426,             0.63346,              0.3612,            0.043661,            0.016648,            0.014177,          7.9816e-05,          7.9816e-05,          7.9816e-05
                  19,            0.045423,            0.032729,            0.022283,             0.68926,             0.59414,             0.64854,             0.37272,            0.043048,            0.016308,            0.013702,          7.7574e-05,          7.7574e-05,          7.7574e-05
                  20,            0.044983,             0.03229,            0.021676,             0.70192,             0.60656,             0.65584,              0.3833,            0.042982,            0.016205,            0.013411,           7.525e-05,           7.525e-05,           7.525e-05
                  21,            0.044474,            0.032281,            0.020903,             0.72194,             0.60702,             0.67544,             0.39551,            0.042448,            0.016167,            0.012984,          7.2851e-05,          7.2851e-05,          7.2851e-05
                  22,            0.044079,            0.032102,            0.020677,             0.74696,             0.59223,             0.67183,             0.39777,            0.042315,            0.016076,            0.012671,          7.0384e-05,          7.0384e-05,          7.0384e-05
                  23,            0.043582,            0.031698,            0.019964,             0.71411,             0.62625,             0.68247,             0.40655,            0.041883,            0.016009,            0.012397,          6.7857e-05,          6.7857e-05,          6.7857e-05
                  24,            0.043397,            0.031668,            0.019454,             0.72332,             0.62191,             0.68534,             0.40949,            0.041631,            0.015945,            0.012075,          6.5276e-05,          6.5276e-05,          6.5276e-05
                  25,            0.043072,             0.03149,            0.019024,             0.75601,             0.61668,             0.69399,             0.41772,            0.041324,            0.015808,            0.011713,          6.2652e-05,          6.2652e-05,          6.2652e-05
                  26,             0.04251,            0.030924,            0.018278,             0.73788,             0.62971,             0.69486,             0.42205,            0.041104,            0.015795,            0.011582,           5.999e-05,           5.999e-05,           5.999e-05
                  27,            0.042383,            0.030854,             0.01772,             0.75005,             0.63354,             0.70107,             0.42518,            0.040971,            0.015699,            0.011402,          5.7299e-05,          5.7299e-05,          5.7299e-05
                  28,            0.041703,            0.030728,            0.017194,             0.74733,             0.63727,             0.70125,             0.43013,            0.040786,            0.015619,            0.011605,          5.4588e-05,          5.4588e-05,          5.4588e-05
                  29,            0.041439,            0.030471,            0.016888,             0.74978,             0.64586,             0.70949,             0.43713,             0.04054,            0.015562,            0.011209,          5.1864e-05,          5.1864e-05,          5.1864e-05
