               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.074649,            0.025587,            0.088056,          1.1546e-05,           0.0070505,          7.6614e-06,          1.7915e-06,            0.066971,            0.013884,            0.087601,            1.56e-05,            1.56e-05,            0.084416
                   1,            0.064835,            0.027837,            0.086606,          0.00061202,            0.053792,          0.00044306,          9.5612e-05,              0.0792,            0.013283,            0.090436,          3.1299e-05,          3.1299e-05,            0.068731
                   2,            0.061725,            0.026065,            0.086169,            0.011409,            0.091745,           0.0076812,           0.0022604,            0.060804,            0.013668,            0.088362,          4.6996e-05,          4.6996e-05,            0.053047
                   3,            0.057014,            0.024169,            0.085815,            0.016746,             0.12134,            0.013974,           0.0047651,            0.050289,            0.011711,            0.085962,          6.2689e-05,          6.2689e-05,            0.037363
                   4,            0.054452,            0.022143,            0.085341,            0.027674,             0.15542,            0.023202,           0.0097471,             0.04649,            0.010628,            0.084621,          7.8375e-05,          7.8375e-05,            0.021678
                   5,            0.050816,            0.020934,            0.084741,            0.047427,             0.26539,            0.050492,            0.022238,             0.04667,           0.0099461,            0.083335,          9.4053e-05,          9.4053e-05,           0.0059941
                   6,            0.049184,            0.019871,            0.083867,            0.048636,             0.21165,            0.060787,            0.027283,            0.042938,           0.0093305,            0.082131,          9.9928e-05,          9.9928e-05,          9.9928e-05
                   7,            0.046981,            0.019135,            0.082698,            0.095626,             0.28057,            0.089316,            0.040469,            0.040415,           0.0092079,              0.0814,          9.9928e-05,          9.9928e-05,          9.9928e-05
                   8,             0.04522,            0.018424,            0.081139,             0.28331,             0.20272,            0.097728,            0.048504,            0.039054,            0.008151,             0.07863,          9.9902e-05,          9.9902e-05,          9.9902e-05
                   9,            0.044451,            0.017792,            0.079913,             0.13866,             0.33688,             0.13469,            0.071223,            0.037456,           0.0078872,             0.07723,          9.9872e-05,          9.9872e-05,          9.9872e-05
                  10,            0.043556,            0.017724,            0.078233,             0.17989,              0.3637,             0.15676,            0.086043,            0.035212,           0.0078874,            0.075541,          9.9839e-05,          9.9839e-05,          9.9839e-05
                  11,            0.042189,            0.017096,            0.076493,             0.38717,             0.22312,             0.14852,            0.083616,            0.036323,           0.0078424,            0.074163,          9.9801e-05,          9.9801e-05,          9.9801e-05
                  12,            0.041988,            0.016696,            0.075603,             0.16464,             0.36044,             0.16873,            0.089083,            0.038278,           0.0073012,            0.074825,          9.9759e-05,          9.9759e-05,          9.9759e-05
