               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.07864,            0.026236,             0.09309,           0.0015416,           0.0072111,          0.00086174,          0.00042303,             0.06814,            0.014051,            0.087042,            1.56e-05,            1.56e-05,            0.084416
                   1,            0.067802,            0.026643,             0.08684,            0.001832,             0.16871,            0.002316,          0.00058874,            0.064275,             0.01392,            0.086713,          3.1299e-05,          3.1299e-05,            0.068731
                   2,            0.063032,            0.025658,            0.085058,            0.012088,            0.067516,            0.011837,           0.0039963,             0.06582,             0.01197,            0.083667,          4.6996e-05,          4.6996e-05,            0.053047
                   3,            0.060158,            0.023507,            0.083759,            0.014916,             0.07945,            0.011493,           0.0039591,            0.063602,            0.010851,            0.082552,          6.2689e-05,          6.2689e-05,            0.037363
                   4,            0.055236,             0.02187,            0.083244,             0.12192,             0.12291,            0.034709,            0.015171,            0.057268,           0.0098722,            0.081705,          7.8375e-05,          7.8375e-05,            0.021678
                   5,            0.052738,            0.020956,            0.081931,            0.095504,             0.14759,            0.049792,            0.021283,             0.04574,           0.0096222,            0.079655,          9.4053e-05,          9.4053e-05,           0.0059941
                   6,            0.050697,            0.020084,            0.080633,            0.040967,             0.23959,            0.046266,            0.020316,            0.049932,            0.010859,            0.080419,          9.9928e-05,          9.9928e-05,          9.9928e-05
                   7,            0.048902,            0.019626,            0.079475,             0.15445,             0.23821,            0.084721,            0.037803,            0.042073,           0.0086289,            0.077615,          9.9928e-05,          9.9928e-05,          9.9928e-05
                   8,            0.047553,            0.018793,             0.07864,             0.14889,             0.22949,            0.087964,            0.043193,            0.040216,           0.0086695,            0.075518,          9.9902e-05,          9.9902e-05,          9.9902e-05
                   9,            0.046191,             0.01853,            0.076851,             0.16776,             0.29778,             0.11834,            0.061668,            0.039341,           0.0086929,            0.073916,          9.9872e-05,          9.9872e-05,          9.9872e-05
