Wall time,Step,Value
1649071742.0924723,0,0.025867000222206116
1649071802.3782248,1,0.027227332815527916
1649071870.2907987,2,0.024461226537823677
1649071929.507092,3,0.02262568473815918
1649071990.205365,4,0.02084198221564293
1649072050.1462777,5,0.01950456202030182
1649072110.0335407,6,0.01886160299181938
1649072170.0481954,7,0.017946608364582062
1649072229.4512107,8,0.01754780299961567
1649072289.0489278,9,0.017095502465963364
1649072349.4879007,10,0.01679084450006485
1649072409.1601648,11,0.01608085259795189
1649072468.9964163,12,0.015656353905797005
1649072528.4432216,13,0.015298271551728249
1649072587.9519467,14,0.015340530313551426
1649072647.2759142,15,0.01523121353238821
1649072705.83499,16,0.014949576929211617
1649072764.3337398,17,0.014706888236105442
1649072823.873191,18,0.014370684511959553
1649072882.3576891,19,0.014471295289695263
1649072942.6310775,20,0.0139582185074687
1649073003.8922884,21,0.01384661439806223
1649073063.596926,22,0.013882525265216827
1649073124.330278,23,0.013528840616345406
1649073182.7262254,24,0.013493196107447147
1649073241.396678,25,0.013392479158937931
1649073300.934099,26,0.013334755785763264
1649073359.42221,27,0.013304525054991245
1649073419.1470568,28,0.0132032111287117
1649073479.9789977,29,0.01295775081962347
1649073538.3576787,30,0.01292464416474104
1649073596.6610634,31,0.012576677836477757
1649073656.1778393,32,0.012593039311468601
1649073715.6706674,33,0.012752545066177845
1649073779.6623857,34,0.012574675492942333
1649073839.3398743,35,0.01261525321751833
1649073899.2411766,36,0.012202082201838493
1649073957.7796233,37,0.012162869796156883
1649074017.5104892,38,0.012120109982788563
1649074076.0035882,39,0.012118423357605934
1649074135.7427294,40,0.012087044306099415
1649074194.3914366,41,0.01180323027074337
1649074252.9852889,42,0.01192384958267212
1649074312.7360942,43,0.011842497624456882
1649074371.3287137,44,0.011847812682390213
1649074429.997063,45,0.011591511778533459
1649074488.5406542,46,0.011750881560146809
1649074548.2785127,47,0.011709668673574924
1649074606.9552484,48,0.011319492012262344
1649074665.5965657,49,0.011274855583906174
1649074724.2000217,50,0.011234866455197334
1649074782.6445117,51,0.011279064230620861
1649074842.3269885,52,0.011040279641747475
1649074900.9565923,53,0.011222857050597668
1649074959.7122724,54,0.011278080753982067
1649075018.4465075,55,0.011167800053954124
1649075078.7366073,56,0.010934642516076565
1649075138.3937938,57,0.011110197752714157
1649075197.9498382,58,0.010940209962427616
1649075257.1132202,59,0.010966884903609753
1649075315.8646796,60,0.010590995661914349
1649075374.6673157,61,0.010741151869297028
1649075436.1089485,62,0.010548728518188
1649075494.4803367,63,0.010597819462418556
1649075553.9483936,64,0.0107111232355237
1649075612.2748606,65,0.010667473077774048
1649075671.0384266,66,0.010700329206883907
1649075729.3445644,67,0.010679843835532665
1649075787.8118372,68,0.01037425734102726
1649075846.3054466,69,0.010295323096215725
1649075904.7196136,70,0.010473078116774559
1649075963.1376917,71,0.010377232916653156
1649076021.5829039,72,0.010333176702260971
1649076079.9655955,73,0.010230042971670628
1649076139.7603712,74,0.010241754353046417
1649076199.2775958,75,0.010098998434841633
1649076258.8981144,76,0.010091381147503853
1649076317.5212657,77,0.010188416577875614
1649076376.3556943,78,0.010128716006875038
1649076434.8268058,79,0.009797798469662666
1649076494.2138395,80,0.01000608503818512
1649076553.3945758,81,0.009832599200308323
1649076614.2051597,82,0.009854830801486969
1649076673.9459453,83,0.009847387671470642
1649076733.761058,84,0.009531205520033836
1649076794.7076707,85,0.00970271322876215
1649076854.5153892,86,0.009663326665759087
1649076914.3063915,87,0.009601615369319916
1649076974.0716078,88,0.009830163791775703
1649077033.9073277,89,0.009595952928066254
1649077095.1646106,90,0.009646660648286343
1649077154.9727397,91,0.009644662030041218
1649077214.742723,92,0.00966263934969902
1649077274.6570737,93,0.009403626434504986
1649077334.516615,94,0.009420054964721203
1649077394.4226766,95,0.009400108829140663
1649077455.2875774,96,0.00956724863499403
1649077514.9636602,97,0.00925294030457735
1649077575.8254774,98,0.009301992133259773
1649077635.6249752,99,0.00937583763152361
1649077695.3091075,100,0.0093521848320961
1649077755.00504,101,0.009364740923047066
1649077814.7130878,102,0.009044810198247433
1649077875.8039837,103,0.00940838735550642
1649077936.8390164,104,0.009319220669567585
1649077996.884671,105,0.00914361234754324
1649078056.7804837,106,0.008949426002800465
1649078116.6238782,107,0.009210269898176193
1649078176.534066,108,0.009146636351943016
1649078236.3045063,109,0.009172910824418068
1649078295.9738693,110,0.008964765816926956
1649078355.7496533,111,0.008790912106633186
1649078420.0753632,112,0.008980202488601208
1649078479.5748413,113,0.008948497474193573
1649078539.5714314,114,0.009121675044298172
1649078599.3114173,115,0.008795342408120632
1649078660.213331,116,0.008906268514692783
1649078720.0810697,117,0.008713503368198872
1649078779.6884606,118,0.008839162066578865
1649078839.500935,119,0.008909719064831734
1649078899.3484375,120,0.008471176959574223
1649078959.2915218,121,0.008850236423313618
1649079019.15709,122,0.00853248592466116
1649079078.992345,123,0.008712202310562134
1649079138.775627,124,0.008519097231328487
1649079199.5978847,125,0.008625982329249382
1649079259.3834934,126,0.008665546774864197
1649079320.1805542,127,0.008264930918812752
1649079380.0119004,128,0.008266151882708073
1649079439.8839254,129,0.008592205122113228
1649079500.714756,130,0.008287740871310234
1649079561.0699422,131,0.00869371835142374
