Wall time,Step,Value
1651724308.7020016,0,0.02623594179749489
1651724375.718393,1,0.02664274536073208
1651724445.064092,2,0.02565811015665531
1651724514.4846916,3,0.02350711077451706
1651724577.801748,4,0.02186972089111805
1651724648.4321861,5,0.020955758169293404
1651724717.320695,6,0.02008425071835518
1651724781.2969544,7,0.019626030698418617
1651724848.2863798,8,0.01879267208278179
1651724917.1470368,9,0.018530234694480896
1651724982.3268096,10,0.01809031516313553
1651725049.4167655,11,0.017803996801376343
1651725111.1940122,12,0.01713596284389496
1651725177.1263385,13,0.017224803566932678
1651725242.122353,14,0.016600588336586952
1651725307.9495397,15,0.01658713072538376
1651725373.4927506,16,0.01623007468879223
1651725440.0358324,17,0.01585461013019085
1651725508.9781556,18,0.015728799626231194
1651725578.8702772,19,0.015021134167909622
1651725642.2464857,20,0.015305200591683388
1651725708.5939326,21,0.014922591857612133
1651725771.9553056,22,0.014955729246139526
1651725839.1240358,23,0.014609145931899548
1651725906.7000043,24,0.01451459713280201
1651725967.436574,25,0.014508076012134552
1651726036.031851,26,0.014162716455757618
1651726101.2983289,27,0.014127870090305805
1651726167.1030736,28,0.014007406309247017
1651726229.3520045,29,0.014080899767577648
1651726298.1337736,30,0.013791989535093307
1651726366.603674,31,0.013856451958417892
1651726434.8954396,32,0.01350141316652298
1651726503.7383895,33,0.013634457252919674
1651726573.4090261,34,0.013365537859499454
1651726641.3362284,35,0.013231104239821434
1651726708.0389957,36,0.013078516349196434
1651726768.831219,37,0.0129095995798707
1651726829.5871975,38,0.013014725409448147
1651726895.9287605,39,0.012932793237268925
1651726962.7620447,40,0.012702428735792637
1651727028.6631172,41,0.012977621518075466
1651727094.166384,42,0.01253418903797865
1651727156.506253,43,0.012271824292838573
1651727222.392017,44,0.012443523854017258
1651727287.751102,45,0.01232860703021288
1651727357.5383143,46,0.012543986551463604
1651727425.5972307,47,0.012156059965491295
1651727493.859568,48,0.012393365614116192
1651727554.6365356,49,0.012060362845659256
1651727616.9483182,50,0.012200693599879742
1651727678.746857,51,0.011964726261794567
1651727740.7909212,52,0.011940622702240944
1651727803.575921,53,0.011723990552127361
1651727868.3733,54,0.012041010893881321
1651727933.1971805,55,0.0115608349442482
1651727995.5192215,56,0.011671985499560833
1651728060.886557,57,0.011733542196452618
1651728123.316785,58,0.011380466632544994
1651728184.0221748,59,0.011557791382074356
1651728247.1498241,60,0.011311665177345276
1651728314.7093964,61,0.011371233500540257
1651728378.1682503,62,0.011187148280441761
1651728440.4382977,63,0.011198200285434723
1651728508.3965404,64,0.011291852220892906
1651728572.0120375,65,0.011326475068926811
1651728639.7468889,66,0.01124961581081152
1651728702.3407319,67,0.011051119305193424
1651728768.0224254,68,0.01115573663264513
1651728828.7583385,69,0.011155852116644382
1651728891.201548,70,0.011152910999953747
1651728953.1457584,71,0.01113180536776781
1651729014.8740263,72,0.010919871740043163
1651729082.9630125,73,0.011002595536410809
1651729148.181444,74,0.010938110761344433
1651729222.780512,75,0.010762655176222324
1651729286.141097,76,0.01088856440037489
1651729347.8802173,77,0.010603496804833412
1651729410.9930577,78,0.010627515614032745
1651729473.2222037,79,0.010759590193629265
1651729535.6287498,80,0.010705600492656231
1651729605.1173627,81,0.010522489435970783
1651729666.6495633,82,0.010707179084420204
1651729727.8413935,83,0.01056151743978262
1651729795.7306185,84,0.010522807948291302
1651729857.2369502,85,0.010470820590853691
1651729923.108508,86,0.01041861530393362
1651729987.8131802,87,0.010495003312826157
1651730048.571184,88,0.01033673994243145
1651730111.7597363,89,0.010488118976354599
1651730175.3382726,90,0.010251971893012524
1651730238.5613754,91,0.010219932533800602
1651730302.3753521,92,0.010213233530521393
1651730365.3426988,93,0.010118677280843258
1651730427.8658123,94,0.010157032869756222
1651730495.1507375,95,0.010177242569625378
1651730560.2425067,96,0.010185462422668934
1651730623.6380553,97,0.010202663019299507
1651730686.980912,98,0.009946960024535656
1651730749.9859533,99,0.010002878494560719
1651730812.1893094,100,0.01010845322161913
1651730874.1473944,101,0.010029592551290989
1651730939.2916884,102,0.009960724040865898
1651731000.8920305,103,0.010027570649981499
1651731062.893649,104,0.009918851777911186
1651731126.5657792,105,0.009745186194777489
1651731188.869742,106,0.009910568594932556
1651731258.2227368,107,0.00979195348918438
1651731325.8927968,108,0.00981329008936882
1651731388.1912012,109,0.00963734183460474
1651731449.9437482,110,0.009671156294643879
1651731512.2478762,111,0.009455974213778973
1651731575.1316445,112,0.009482486173510551
1651731637.485526,113,0.009633194655179977
1651731702.980291,114,0.009507715702056885
1651731764.6302397,115,0.009571234695613384
1651731830.0928197,116,0.009588188491761684
1651731890.8884447,117,0.009506087750196457
1651731952.549833,118,0.009737000800669193
1651732015.810502,119,0.00964184757322073
1651732079.7692323,120,0.009536969475448132
1651732141.5485592,121,0.009828872047364712
1651732204.6632402,122,0.009569709189236164
1651732267.7557502,123,0.009360921569168568
1651732330.6619072,124,0.009096887893974781
1651732393.2574472,125,0.009214499033987522
1651732455.2289298,126,0.009397252462804317
1651732518.078272,127,0.00914240162819624
1651732580.4425838,128,0.009232630953192711
1651732641.259161,129,0.009170277044177055
1651732704.7589686,130,0.00922890193760395
1651732766.3449044,131,0.009098444133996964
1651732829.3970501,132,0.009261028841137886
1651732891.5779567,133,0.008917943574488163
1651732954.5697687,134,0.009029103443026543
1651733017.266695,135,0.00922621414065361
1651733080.4334967,136,0.009010255336761475
1651733143.6548653,137,0.009053059853613377
1651733205.804144,138,0.009034251794219017
1651733266.79126,139,0.008940175175666809
1651733333.074168,140,0.009101069532334805
1651733395.977042,141,0.008876079693436623
1651733457.5397737,142,0.009202253073453903
1651733524.2780476,143,0.009122522547841072
1651733594.4290307,144,0.008944990113377571
1651733655.1772747,145,0.008758113719522953
1651733716.5120187,146,0.008856957778334618
1651733782.1951928,147,0.008883644826710224
1651733843.1346412,148,0.00869444664567709
1651733905.4363017,149,0.00867814663797617
1651733972.861863,150,0.008932780474424362
1651734036.44525,151,0.00879867933690548
1651734099.3758988,152,0.008674305863678455
1651734162.1700735,153,0.008738523349165916
1651734224.6946857,154,0.00845640990883112
1651734286.9213843,155,0.008713047951459885
1651734349.0926998,156,0.008665710687637329
1651734412.2205195,157,0.008599095046520233
1651734478.1293776,158,0.008627726696431637
1651734540.5650136,159,0.00857092160731554
1651734602.376986,160,0.008606036193668842
1651734664.5073738,161,0.008643078617751598
1651734728.855621,162,0.008479052223265171
1651734790.3460865,163,0.008543640375137329
1651734851.9150887,164,0.008509408682584763
1651734913.918815,165,0.008208028972148895
1651734976.4721339,166,0.008632035925984383
1651735038.7329834,167,0.008289202116429806
1651735099.7261858,168,0.008246704004704952
1651735161.788072,169,0.008446807973086834
1651735222.6115613,170,0.008383783511817455
1651735284.0226684,171,0.008308300748467445
1651735349.900649,172,0.008337837643921375
1651735411.5855148,173,0.008334402926266193
1651735473.2104952,174,0.008268428966403008
1651735534.805754,175,0.008385706692934036
1651735595.6113796,176,0.00824449397623539
1651735657.3117857,177,0.008060455322265625
1651735718.3526914,178,0.008145507425069809
1651735779.325022,179,0.008157538250088692
1651735841.711647,180,0.008246900513768196
1651735903.35267,181,0.008069489151239395
1651735965.3404384,182,0.008118066005408764
1651736026.911841,183,0.008121242746710777
1651736089.016949,184,0.008176675997674465
1651736154.5153017,185,0.008002306334674358
1651736221.11448,186,0.007955146953463554
1651736289.4789681,187,0.008002822287380695
1651736350.5942056,188,0.008110093884170055
1651736412.641335,189,0.008010330609977245
1651736475.6766644,190,0.008095970377326012
1651736538.7284677,191,0.007954701781272888
1651736600.399122,192,0.008007950149476528
1651736661.2236414,193,0.007928564213216305
1651736724.3182018,194,0.007848421111702919
1651736786.458169,195,0.007927346043288708
1651736848.1839814,196,0.00791828241199255
1651736909.046103,197,0.00783157255500555
1651736972.3266566,198,0.007978929206728935
1651737033.2741616,199,0.007747044321149588
1651737094.1347296,200,0.007897233590483665
1651737154.9781108,201,0.00796755962073803
1651737215.912706,202,0.007785165682435036
1651737276.9233499,203,0.007795125711709261
