Wall time,Step,Value
1649071742.092657,0,0.08782652765512466
1649071802.3783495,1,0.08640018850564957
1649071870.2909148,2,0.08609793335199356
1649071929.5072036,3,0.08560897409915924
1649071990.2055142,4,0.08494498580694199
1649072050.1463907,5,0.08362513780593872
1649072110.0336807,6,0.0822644755244255
1649072170.0483208,7,0.08095111697912216
1649072229.4513316,8,0.07913161814212799
1649072289.049047,9,0.07821450382471085
1649072349.48803,10,0.0765686109662056
1649072409.1602557,11,0.07471533119678497
1649072468.996477,12,0.07322551310062408
1649072528.4433417,13,0.07154123485088348
1649072587.952064,14,0.07016542553901672
1649072647.2760227,15,0.068232960999012
1649072705.8351154,16,0.06632371991872787
1649072764.333858,17,0.06474490463733673
1649072823.8732953,18,0.06328249722719193
1649072882.3578336,19,0.0615459680557251
1649072942.6312053,20,0.05994041636586189
1649073003.8924465,21,0.0580357164144516
1649073063.5970254,22,0.05617838352918625
1649073124.3303926,23,0.055432070046663284
1649073182.7264144,24,0.05469141900539398
1649073241.3968008,25,0.052630387246608734
1649073300.9342167,26,0.050219036638736725
1649073359.4223435,27,0.049046628177165985
1649073419.1471598,28,0.04754263535141945
1649073479.9791253,29,0.04721397906541824
1649073538.3577795,30,0.04549993574619293
1649073596.6611662,31,0.04394513741135597
1649073656.1779969,32,0.04289703816175461
1649073715.6708295,33,0.04240254685282707
1649073779.6624594,34,0.04067227989435196
1649073839.3400245,35,0.039793554693460464
1649073899.2412808,36,0.03928913176059723
1649073957.7797506,37,0.03733363002538681
1649074017.5106263,38,0.03635994344949722
1649074076.003712,39,0.03532475605607033
1649074135.7428284,40,0.03541191294789314
1649074194.3915403,41,0.034187912940979004
1649074252.9854357,42,0.03282911702990532
1649074312.7361913,43,0.032606516033411026
1649074371.32883,44,0.03141414001584053
1649074429.9971628,45,0.030500855296850204
1649074488.540763,46,0.029972460120916367
1649074548.2786536,47,0.029510561376810074
1649074606.9553847,48,0.02976282685995102
1649074665.5966794,49,0.029114332050085068
1649074724.2001245,50,0.027989527210593224
1649074782.644613,51,0.02821953594684601
1649074842.3271074,52,0.02645014598965645
1649074900.9567463,53,0.026187583804130554
1649074959.7124002,54,0.026640035212039948
1649075018.44669,55,0.025049520656466484
1649075078.7367175,56,0.02436305768787861
1649075138.3939168,57,0.025207988917827606
1649075197.9499633,58,0.02428561821579933
1649075257.1133437,59,0.02339085005223751
1649075315.8647933,60,0.023769380524754524
1649075374.667438,61,0.022189227864146233
1649075436.109063,62,0.021785330027341843
